"","Domain","Kingdom","Phylum or Division","Class","Order","Suborder","Superfamily","Family","Subfamily","Tribe or Section","Genus","Species","Infraspecific Epithet","Author","Origin","Suborigin","IUCN Status","Taxon Status","Darwin","Española","Fernandina","Floreana","Genovesa","Isabela","Marchena","Pinta","Pinzón","San Cristóbal","Santa Cruz","Santa Fé","Santiago","Unknown Island","Wolf","Elizabeth Bay/Bahía Elizabeth","Far-northern/Lejano Norte","Northern/Norte","South-eastern/Centro Sur","Unknown Bioregion","Western/Oeste","TaxonID","English Common Name","Spanish Common Name","Local Name","Taxonomic Comments","Distribution Comments","Spanish Distribution Comments","English Comments","Spanish Comments","English Description","Spanish Description"
"51","Eukaryota","Animalia","Chordata","Actinopterygii","Ateleopodiformes","",NA,"Ateleopodidae","",NA,"Guentherus","altivela","","Osório, 1917","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13044,"","","","","Eastern Pacific and Atlantic","","","","",""
"52","Eukaryota","Animalia","Chordata","Actinopterygii","Atheriniformes","",NA,"Atherinopsidae","Menidiinae",NA,"Atherinella","nesiotes","","(Myers & Wade, 1942)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13158,"Broadstripe silverside","plateado rayado","","","Eastern Pacific from Mazatlan, Mexico and  Galapagos.","","A schooling fish that lives in coastal waters and  feeds on plankton  and small neckton.","","Size> To about  10 cm.",""
"53","Eukaryota","Animalia","Chordata","Actinopterygii","Atheriniformes","",NA,"Atherinopsidae","Menidiinae",NA,"Melanorhinus","cyanellus","","(Meek & Hildebrand, 1923)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13159,"Blackback silverside","pejerrey azulado","","","Eastern Pacific","","","","",""
"54","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Alepisauridae","",NA,"Alepisaurus","cf. ferox","","Lowe, 1833","Na","Id","",4,"","","True","",NA,"True",NA,NA,NA,"","","","","",NA,"","",NA,"","","True",17487,"Longnose lancetfish, lancetfish","conejo, conejo de lo alto, lanzón, lanzón nariz larga, lanzón picudo","","R. Calderón: Identification of this taxon remains doubtful because only two specimens of these species have been deposited in MCCDRS, both specimens found by local fishermen and the identification of these specimens has not ye been revised by a specialist.","Greenland southward to the Caribbean Sea and Gulf of Mexico; Georges and LaHave Banks, need to be confirmed de records in Galapagos.","","","","Habitat to epi-and mesopelagic, from near the surface to below 1000m, known from seamounts and knolls, sometimes approaching inshore waters. External fertilization, oviparous, planktonic larvae. Size: 215 cm TL, common 150cm TL, Weight 9,000g.",""
"55","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Aulopidae","",NA,"Aulopus","bajacali","","Parin & Kotlyar, 1984","NG","NG","",6,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14709,"","","","According to McCosker & Rosenblatt (2010) Thompson (1998) initially recognized Galapagos and Cocos specimens as this taxon, but subsequently determined that they were a distinct species. In 1999 he designated CAS Galapagos specimens as the holotype and paratypes but his description was never published.","","","","","",""
"56","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Aulopidae","",NA,"Aulopus","sp.","","","Na","Id","",3,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13048,"","","","","Galápagos and Cocos Islands","","","","",""
"57","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Chlorophthalmidae","",NA,"Chlorophthalmus","mento","","Garman, 1899","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13051,"","","","","Eastern Pacific","","","","",""
"58","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Ipnopidae","",NA,"Bathypterois","atricolor","","Alcock, 1896","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13049,"Attenuated spider fish","","","","Eastern Pacific","","","","",""
"59","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Ipnopidae","",NA,"Ipnops","agassizii","","Garman, 1899","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13046,"","","","","Indo-Pacific","","","","",""
"60","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Synodontidae","",NA,"Synodus","lacertinus","","Gilbert, 1890","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7645,"Banded lizardfish, calico lizardfish","pez iguana marina","chile lagarto","","Eastern Pacific, from Mexico to Panama, and Cocos and Galapagos. Southern California to Chile. Galápagos, Cocos and Malpelo Islands.","","Habitat: Sandy habitats. Larvae and Juveniles are attracted to the surface by night lights.","","Size: to lengths of 15cm, Cylindrical, elongate body with pointed head.Color and patterns extremely variable, shades of red to brown overall, or white with five red to brown bars formed by diamond-shaped blotches. Can change color and patterns rapidly.",""
"61","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Synodontidae","",NA,"Synodus","lucioceps","","Ayres, 1855","NoData","NoData","NE",6,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7646,"California lizardfish","garrobo lucio","Garrobo lucio","J. McCosker: this is an Ecuadorian mainland Eastern Pacific species; erroneously reported from Galapagos.","","","","","Temperate Northeast Pacific. Gulf of California.",""
"62","Eukaryota","Animalia","Chordata","Actinopterygii","Aulopiformes","",NA,"Synodontidae","",NA,"Synodus","scituliceps","","Jordan & Gilbert, 1882","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7647,"Lance lizardfish","garrobo liguiso","garrobo liguiso","","Eastern Pacific Mexico to Peru, Colombia, Galapagos. Lower baja California to Peru. The Galápagos Islands.","","","","Length about 4.5 cm. Gray to brown-olive, white below; scales on back with pale specks or dash-like markings, a few rows of scales below lateral line with numerous black dost; pigment on hed variable, either plain or marbled; jaw without marki.",""
"63","Eukaryota","Animalia","Chordata","Actinopterygii","Batrachoidiformes","",NA,"Batrachoididae","",NA,"Porichthys","margaritatus","","(Richardson, 1844)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13131,"Daisy midshipman, blotched  midshipman","bruja, pez fraile luminoso, sapo margarita, sapo luminoso","","","Restricted to the eastern Pacific, from Cabo San Lucas, Baja California (Gorda Bank), but usually from the Gulf of Tehuantepec to the Gulf  of Guayaquil, Peru, and Galapagos.","","","","Size> To a maximum length of 17 cm.",""
"64","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Belonidae","",NA,"Ablennes","hians","","(Valenciennes, 1846)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13181,"Flat needlefish","aguja americana, aguja corbata, agujón sable","","","circumtropical","","These fishes are encountered in the open sea around the  islands. During the warm season, from January through  May, they are often seen on the  surface of bays and  coves in large numbers, Academy  Bay, Santa Cruz.","","Size> To about 1m.",""
"65","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Belonidae","",NA,"Platybelone","argalus","pterura","(Osburn & Nichols, 1916)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13182,"","","","","Eastern Pacific","","","","",""
"66","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Belonidae","",NA,"Strongylura","exilis","","(Girard, 1854)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13183,"Californian needlefish","aguja brava, lápiz aguja, agujón californiano, pez aguja","","Syn.: Belone exilis Girard, 1854, Belone stolzmanni Steindachner, 1878, Strongylura peruana Fowler, 1919, Strongylura stolzmanni (Steindachner, 1878), Strongylura tahitiensis Fowler & Bean, 1923, Tylosurus sierrita Jordan & Gilbert, 1882, fide Appeltans et al. (2010)","Eastern Pacific","","","","",""
"67","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Belonidae","",NA,"Tylosurus","crocodilus","","(Péron & Lesueur, 1821)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13184,"hound needlefish","aguja, agujón crocodrilo, marao lisero","","","Eastern Pacific","","","","",""
"68","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Belonidae","",NA,"Tylosurus","pacificus","","(Steindachner, 1876)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13185,"Pacific agujon needlefish","aguja, agujón del Pacífico, marao ojón","","","Eastern Pacific","","","","",""
"69","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Cheilopogon","atrisignis","","(Jenkins, 1903)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11759,"Glider flyingfish, Jenkin's flying fish, Greater spotted flyingfish","Pez volador, Volador planeador","","Syn.: Cypsilurus atrisignis galapagensis Fowler, 1944 , fide Appeltans et al. (2010)","Indo-Pacific","","","","",""
"70","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Cheilopogon","dorsomacula","","(Fowler, 1944)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13160,"Backspot flyingfish","volador dorso manchado, Volador lomo manchado","","Syn.: Cypsilurus furcatus dorsomacula Fowler, 1944, fide Appeltans et al. (2010)","Indo-West Pacific in Ecuador (Galapagos Islands)","","","","",""
"71","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Cheilopogon","furcatus","","(Mitchill, 1815)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13161,"Spotfin flyingfish","pez volador, volador ala manchada, volador de alas punteadas","","","circumtropical","","","","",""
"72","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Cheilopogon","spilonotopterus","","(Bleeker, 1865)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13162,"Stained flyingfish","pez volador, volador jaspeado","","","Indo-Pacific","","","","",""
"73","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Cheilopogon","xenopterus","","(Gilbert, 1890)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13163,"Whitetip flyingfish","pez volador, volador de puntas blancas","","","Eastern Pacific","","","","",""
"74","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Cypselurus","callopterus","","(Günther, 1866)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13164,"Ornamented flyingfish","pez volador, volador alimanchado, volador bonito, volador pequeño","","","Eastern Pacific","","","","",""
"75","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Exocoetus","monocirrhus","","Richardson, 1846","Na","Id","",1,"","","","",NA,"True",NA,NA,NA,"True","True","","","",NA,"","",NA,"True","","",13165,"Barbel flyingfish","pez volador, volador barbón, volador barbudo","","Syn.: Exocaetus monocirrhus Richardson, 1846, Exocoetus georgianus Valenciennes, 1847, Exocoetus melanopus Günther, 1868, Exocoetus monocirrous Richardson, 1846 (misspelling), Halacypselurus borodini Nichols & Breder, 1932 (misspelling), Halocypselus borodini Nichols & Breder, 1932, Halocypselus borodoni Nichols & Breder, 1932 (misspelling), fide Appeltans et al. (2010)","Indo-West Pacific in Ecuador (Galapagos Islands)","","","","",""
"76","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Exocoetus","volitans","","Linnaeus, 1758","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13167,"Tropical two-wing flyingfish","pez volador, lisa voladora, volador","","","Widespread in tropical and subtropical waters, in the Pacific found throughout the Indo-Pacific region, Japan, Australia, and Hawaii, and Galapagos.","","Habitat in Galapagos: Surface waters surrounding the Archipelago; most collections made  at night with dip nets under bright lights.","","Size> To about 18 cm.",""
"77","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Hirundichthys","marginatus","","(Nichols & Breder, 1928)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13169,"Banded flyingfish","pez volador, volador de banda","","","Eastern Pacific","","","","",""
"78","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Hirundichthys","rondeletii","","(Valenciennes, 1847)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13170,"black wing flyingfish","pez volador, volador aleta negra, golondrina del mar","","","circumtropical","","","","",""
"79","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Hirundichthys","speculiger","","(Valenciennes, 1847)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13171,"mirrorwing flyingfish","pez volador, volador espejo","","","circumtropical","","","","",""
"80","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Oxyporhamphus","micropterus","micropterus","(Valenciennes, 1847)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13179,"Bigwing halfbeak","agujeta de aleta larga, pajarito de aleta larga, volador alita","","","circumtropical","","","","",""
"81","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Prognichthys","sealei","","Abe, 1955","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13173,"Flyingfish","Pez volador","","","Indo-West Pacific in Ecuador (Galapagos Islands)","","","","",""
"82","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Exocoetidae","",NA,"Prognichthys","tringa","","Breder, 1928","Na","Id","",1,"","","","",NA,"True",NA,NA,NA,"True","True","","","",NA,"","",NA,"True","","",13175,"","","","","Indo-Pacific","","","","",""
"83","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Hemiramphidae","",NA,"Euleptorhamphus","viridis","","(van Hasselt, 1823)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13176,"Ribbon halfbeak","silio, pajarito, aujeta alargada, agujeta alargada","","","Indo-Pacific","","","","",""
"84","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Hemiramphidae","",NA,"Hemiramphus","saltator","","Gilbert & Starks, 1904","Na","Id","NE",1,"","","","",NA,"True",NA,NA,NA,"True","True","","","",NA,"","",NA,"True","","",7808,"Longfin halfbeak","agujeta pajarito","pajarito saltador","Syn.: Hemirhamphus saltator Gilbert & Starks, 1904, fide Appeltans et al. (2010)","Eastern Pacific, from Mexico to Panama and Ecudor in the Galapagos Islands, Gulf of California to Peru","","Habitat: Schooling species","","Bright bluish silver, Body elongate (generally more slender than other species of halfbeaks) with deeply forked tail. Scales form ribbed pattern on body. Length to 44cm",""
"85","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Hemiramphidae","",NA,"Hyporhamphus","gilli","","Meek & Hildebrand, 1923","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13177,"","","","","Eastern Pacific","","","","",""
"86","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Hemiramphidae","",NA,"Hyporhamphus","naos","","Banford & Collette, 2001","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7649,"","","","","Eastern Pacific","","","","",""
"87","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Hemiramphidae","",NA,"Hyporhamphus","snyderi","","Meek & Hildebrand, 1923","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13178,"","","","","Eastern Pacific","","","","",""
"88","Eukaryota","Animalia","Chordata","Actinopterygii","Beloniformes","",NA,"Hemiramphidae","",NA,"Hyporhamphus","unifasciatus","","(Ranzni, 1842)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7648,"Common Halfbeak","picuda, choquita, agujeta blanca","Picuda","Syn.: Hemiramphus richardi Valenciennes, 1847, Hemiramphus unifasciatus Ranzani, 1841, Hemirhamphus unifasciatus Ranzani, 1841 (misspelling), Hyporamphus unifasciatus (Ranzani, 1841) (misspelling), Hyporhamphus richardi (Valenciennes, 1847), Hyporhamphus tricuspidatus Gill, 1859, fide Appeltans et al. (2010)","Restricted  to the equatorial eastern  Pacific from the Gulf of California, Mazatlan, Guaymas, to northern Peru, and  Ecuador in the Galapagos Islands.","","An inhabitant of superficial coastal waters where  they are known  to aggregate and school in large numbers near the  surface. These are omnivorous fishes that feed on algae, plankton, and  small nekton.","","Dark translucent green to gray dorsally, three narrow dark streaks along middle of back, silver or pale ventrally; a well-defined silver stripe with black borders extends along sides, narrower than width of eye, about as b. Grows to at least 27 cm TL, specimens 20-cm TL are common.",""
